timestamp,balance,equity,daily_pnl,daily_return_pct,total_pnl,total_return_pct,open_positions,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,profit_factor,sharpe_ratio,max_drawdown,current_drawdown,kelly_fraction,expectancy,best_session,worst_session
2025-10-28T21:23:21.871440,66072.08,66072.08,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-28T22:17:58.287202,66072.08,66072.08,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-28T23:12:55.968876,66072.08,66072.08,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T00:03:58.025534,65334.6404,65334.6404,0.0,0.0,-737.4396000000052,-1.1161137957212868,5,2,0,0,0,0,0,0,0.0,0.011161137957212868,0.011161137957212868,0.0,0.0,tokyo,tokyo
2025-10-29T00:18:59.499190,64790.8516,64790.8516,0.0,0.0,-1281.2284,-1.939137378450928,4,3,0,0,0,0,0,0,0.0,0.01939137378450928,0.01939137378450928,0.0,0.0,tokyo,tokyo
2025-10-29T00:33:56.267256,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T00:48:50.199004,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T01:03:42.882875,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T01:18:38.455120,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T01:33:43.205068,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T01:48:31.967711,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T02:03:30.021857,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T02:18:37.478964,64211.9835,64211.9835,0.0,0.0,-1860.0964999999997,-2.8152534323121046,6,5,0,0,0,0,0,0,0.0,0.028152534323121047,0.028152534323121047,0.0,0.0,tokyo,tokyo
2025-10-29T02:33:39.044637,63649.9592,63649.9592,0.0,0.0,-2422.1208000000042,-3.665876418602236,5,5,0,0,0,0,0,0,0.0,0.03665876418602236,0.03665876418602236,0.0,0.0,tokyo,tokyo
2025-10-29T02:48:12.067942,63649.9592,63649.9592,0.0,0.0,-2422.1208000000042,-3.665876418602236,5,5,0,0,0,0,0,0,0.0,0.03665876418602236,0.03665876418602236,0.0,0.0,tokyo,tokyo
2025-10-29T02:48:52.078006,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T03:03:32.861194,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T03:18:23.832709,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T03:33:16.859479,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T03:48:01.154985,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T04:02:45.926324,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T04:17:42.139648,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T04:32:32.095282,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T04:47:19.927626,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T05:01:41.486142,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T05:16:22.707075,63649.9592,63649.9592,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2025-10-29T05:31:07.400155,63086.9201,63086.9201,0.0,0.0,-563.0390999999945,-0.8845867414161588,5,1,0,0,0,0,0,0,0.0,0.008845867414161587,0.008845867414161587,0.0,0.0,,
2025-10-29T05:45:51.156475,63086.9201,63086.9201,0.0,0.0,-563.0390999999945,-0.8845867414161588,5,1,0,0,0,0,0,0,0.0,0.008845867414161587,0.008845867414161587,0.0,0.0,,
2025-10-29T06:00:45.234123,63066.8672,63066.8672,0.0,0.0,-583.0919999999969,-0.916091710550534,4,1,0,0,0,0,0,0,0.0,0.00916091710550534,0.00916091710550534,0.0,0.0,,
2025-10-29T06:15:31.514403,63066.8672,63066.8672,0.0,0.0,-583.0919999999969,-0.916091710550534,4,1,0,0,0,0,0,0,0.0,0.00916091710550534,0.00916091710550534,0.0,0.0,,
2025-10-29T06:30:15.976995,63066.8672,63066.8672,0.0,0.0,-583.0919999999969,-0.916091710550534,4,1,0,0,0,0,0,0,0.0,0.00916091710550534,0.00916091710550534,0.0,0.0,,
2025-10-29T06:45:26.028170,63066.8672,63066.8672,0.0,0.0,-583.0919999999969,-0.916091710550534,4,1,0,0,0,0,0,0,0.0,0.00916091710550534,0.00916091710550534,0.0,0.0,,
2025-10-29T07:00:10.445603,63066.8672,63066.8672,0.0,0.0,-583.0919999999969,-0.916091710550534,4,1,0,0,0,0,0,0,0.0,0.00916091710550534,0.00916091710550534,0.0,0.0,,
