"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"99283","2026-03-03 15:18:05 GMT","ORDER_FILL","TAKE_PROFIT_ORDER","EUR/USD","1.15398","33628.00","Buy","0.8875","","","","","0.00000","0.0000","0.0000","","0.7503","103.19410","","13846.31"
"99284","2026-03-03 15:18:05 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99285","2026-03-03 15:22:22 GMT","LIMIT_ORDER","CLIENT_ORDER","NZD/USD","0.58403","33056.00","Sell","","0.58995","","0.57995","","","","","","","","",""
"99286","2026-03-03 15:22:41 GMT","ORDER_FILL","LIMIT_ORDER","NZD/USD","0.58403","33056.00","Sell","1.8692","","","","","0.00000","0.0000","0.0000","","","0.00000","","13846.31"
"99287","2026-03-03 15:22:41 GMT","TAKE_PROFIT_ORDER","ON_FILL","","0.57995","","","","","","","","","","","","","","",""
"99288","2026-03-03 15:22:41 GMT","STOP_LOSS_ORDER","ON_FILL","","0.58995","","","","","","","","","","","","","","",""
"99289","2026-03-03 15:27:19 GMT","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","35831.00","Sell","","1.16087","","1.15087","","","","","","","","",""
"99290","2026-03-03 15:27:19 GMT","ORDER_FILL","MARKET_ORDER","EUR/USD","1.15494","35831.00","Sell","1.3500","","","","","0.00000","0.0000","0.0000","","","0.00000","","13846.31"
"99291","2026-03-03 15:27:19 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.15087","","","","","","","","","","","","","","",""
"99292","2026-03-03 15:27:19 GMT","STOP_LOSS_ORDER","ON_FILL","","1.16087","","","","","","","","","","","","","","",""
"99293","2026-03-03 15:29:04 GMT","LIMIT_ORDER","CLIENT_ORDER","USD/CAD","1.37281","49087.00","Buy","","1.36690","","1.37690","","","","","","","","",""
"99294","2026-03-03 15:29:05 GMT","ORDER_FILL","LIMIT_ORDER","USD/CAD","1.37281","49087.00","Buy","2.2900","","","","","0.00000","0.0000","0.0000","","","0.00000","","13846.31"
"99295","2026-03-03 15:29:05 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.37690","","","","","","","","","","","","","","",""
"99296","2026-03-03 15:29:05 GMT","STOP_LOSS_ORDER","ON_FILL","","1.36690","","","","","","","","","","","","","","",""
"99297","2026-03-03 16:05:28 GMT","ORDER_FILL","STOP_LOSS_ORDER","AUD/USD","0.70056","34640.00","Buy","1.6916","","","","","0.00000","0.0000","0.0000","","0.7550","-156.92870","","13689.38"
"99298","2026-03-03 16:05:28 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99299","2026-03-03 16:43:49 GMT","ORDER_FILL","STOP_LOSS_ORDER","USD/CAD","1.36690","49087.00","Sell","2.8312","","","","","0.00000","0.0000","0.0000","","0.5520","-160.15130","","13529.23"
"99300","2026-03-03 16:43:49 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99301","2026-03-03 16:46:56 GMT","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.33304","33199.00","Buy","1.8680","","","","","0.00000","0.0000","0.0000","","0.7540","-148.93240","","13380.30"
"99302","2026-03-03 16:46:56 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99303","2026-03-03 18:06:48 GMT","LIMIT_ORDER","CLIENT_ORDER","USD/CAD","1.36666","42301.00","Sell","","1.37255","","1.36255","","","","","","","","",""
"99304","2026-03-03 18:06:53 GMT","ORDER_FILL","LIMIT_ORDER","USD/CAD","1.36666","42301.00","Sell","2.0894","","","","","0.00000","0.0000","0.0000","","","0.00000","","13380.30"
"99305","2026-03-03 18:06:53 GMT","TAKE_PROFIT_ORDER","ON_FILL","","1.36255","","","","","","","","","","","","","","",""
"99306","2026-03-03 18:06:53 GMT","STOP_LOSS_ORDER","ON_FILL","","1.37255","","","","","","","","","","","","","","",""
"99307","2026-03-03 18:32:43 GMT","ORDER_FILL","STOP_LOSS_ORDER","EUR/USD","1.16087","35831.00","Buy","1.0740","","","","","0.00000","0.0000","0.0000","","0.7531","-160.02350","","13220.27"
"99308","2026-03-03 18:32:43 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99309","2026-03-03 18:41:18 GMT","ORDER_FILL","STOP_LOSS_ORDER","NZD/USD","0.58995","33056.00","Buy","1.8555","","","","","0.00000","0.0000","0.0000","","0.7522","-147.19430","","13073.08"
"99310","2026-03-03 18:41:18 GMT","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"99311","2026-03-03 22:00:00 GMT","DAILY_FINANCING","","","","","","","","","","","-1.92920","","","","","","","13071.15"
"","2026-03-03 22:00:00 GMT","DAILY_FINANCING","Trade ID: 99240","EUR/GBP","","","","","","","","","0.39910","","","","","","",""
"","2026-03-03 22:00:00 GMT","DAILY_FINANCING","Trade ID: 99304","USD/CAD","","","","","","","","","-2.32830","","","","","","",""
